Category,Sum of Value,ADMIN LEVEL-1 (Division),ADMIN LEVEL-2 (District) ,BDP Climate Zone,Column,Sum of Geocode,Sum of Rank-Coping Capacity,Sum of Rank-Vulnerability,RISK CLASS,RISK CLASS-Lack of Coping Capcity,RISK CLASS-Vulnerability,RISK CLASS_Hazard Exposure,Sum of Rank-Risk
Salinity Risk,0,Khulna,Kushtia,Coastal Zone,BD4050,4050,58,55,Low,Low,Low,Medium,56
Salinity Risk,0,Khulna,Satkhira,Coastal Zone,BD4087,4087,1,23,Very High,Very High,Medium,Very High,5
Uprooted People,7.9,Barishal,Barguna,Coastal Zone,BD1004,1004,62,2,Very High,Very Low,Very High,Very High,4
Uprooted People,7.4,Barishal,Barishal,Coastal Zone,BD1006,1006,30,9,High,Medium,High,Low,16
Uprooted People,7,Barishal,Bhola,Coastal Zone,BD1009,1009,39,13,Medium,Medium,High,Very Low,25
Uprooted People,4.8,Barishal,Jhalokati,Coastal Zone,BD1042,1042,62,46,Low,Very Low,Low,Medium,52
Uprooted People,8.8,Barishal,Patuakhali,Coastal Zone,BD1078,1078,58,4,High,Low,Very High,Medium,11
Uprooted People,6.8,Barishal,Pirojpur,Coastal Zone,BD1079,1079,54,7,High,Low,High,Low,16
Uprooted People,6.2,Chattogram,Lakshmipur,Coastal Zone,BD2051,2051,25,19,High,High,Medium,High,11
Uprooted People,5.3,Chattogram,Noakhali,Coastal Zone,BD2075,2075,7,19,High,Very High,Medium,High,8
Uprooted People,4.4,Dhaka,Gopalganj,Coastal Zone,BD3035,3035,15,35,Medium,High,Low,Very Low,40
Uprooted People,6.1,Dhaka,Shariatpur,Coastal Zone,BD3086,3086,15,19,High,High,Medium,Low,16
Uprooted People,8.5,Khulna,Bagerhat,Coastal Zone,BD4001,4001,30,5,Very High,Medium,Very High,High,5
Uprooted People,4.6,Khulna,Jashore,Coastal Zone,BD4041,4041,61,46,Low,Low,Low,Medium,52
Uprooted People,3.7,Khulna,Kushtia,Coastal Zone,BD4050,4050,58,55,Low,Low,Low,Medium,56
Uprooted People,5.4,Khulna,Satkhira,Coastal Zone,BD4087,4087,1,23,Very High,Very High,Medium,Very High,5
Access to Health,5,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Access to Health,5.1,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Access to Health,5.4,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Access to Health,4.6,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Access to Health,5.8,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Access to Health,5.5,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Access to Health,5.7,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Access to Health,4.7,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Access to Health,5.9,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Access to Health,5.1,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Access to Health,4.6,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Access to Health,5.1,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Access to Health,4.5,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Access to Health,4.2,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Access to Health,4.3,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Access to Health,4.3,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Access to Health,3.6,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Access to Health,5,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Access to Health,6.3,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Access to Health,6.5,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Access to Health,7.9,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Access to Health,4.6,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Access to WASH,1.7,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Access to WASH,2.8,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Access to WASH,4.6,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Access to WASH,2.2,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Access to WASH,4,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Access to WASH,0.8,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Access to WASH,1.3,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Access to WASH,2.2,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Access to WASH,3.5,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Access to WASH,3.3,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Access to WASH,1.9,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Access to WASH,2.1,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Access to WASH,1.3,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Access to WASH,2.8,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Access to WASH,1.9,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Access to WASH,3.1,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Access to WASH,1.6,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Access to WASH,1.7,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Access to WASH,4.4,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Access to WASH,3.9,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Access to WASH,4.1,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Access to WASH,1.9,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Children Under 5,3.6,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Children Under 5,5.8,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Children Under 5,5.4,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Children Under 5,3.1,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Children Under 5,4,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Children Under 5,3.5,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Children Under 5,3.4,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Children Under 5,5.1,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Children Under 5,3.9,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Children Under 5,5,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Children Under 5,2.3,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Children Under 5,5.1,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Children Under 5,4.8,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Children Under 5,2.7,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Children Under 5,2.2,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Children Under 5,6.4,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Children Under 5,3.7,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Children Under 5,5.7,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Children Under 5,6,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Children Under 5,6.6,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Children Under 5,5.4,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Children Under 5,5.7,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Communication,6.3,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Communication,4.4,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Communication,2.4,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Communication,6,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Communication,4.8,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Communication,6.5,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Communication,7.3,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Communication,5.1,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Communication,5.5,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Communication,5.8,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Communication,6.5,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Communication,6.3,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Communication,7,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Communication,5.9,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Communication,5.8,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Communication,5.6,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Communication,5.5,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Communication,5.1,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Communication,7.8,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Communication,7.7,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Communication,8,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Communication,6.8,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Cyclone Risk,6,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Cyclone Risk,5.9,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Cyclone Risk,0,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Cyclone Risk,0,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Cyclone Risk,0,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Cyclone Risk,0,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Cyclone Risk,0,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Cyclone Risk,0,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Cyclone Risk,0,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Cyclone Risk,1.4,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Cyclone Risk,0,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Cyclone Risk,0.7,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Cyclone Risk,0,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Cyclone Risk,2.3,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Cyclone Risk,9.5,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Cyclone Risk,0,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Cyclone Risk,0,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Cyclone Risk,4.3,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Cyclone Risk,0,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Cyclone Risk,0,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Cyclone Risk,0,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Cyclone Risk,0,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Development & Deprivation,5.3,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Development & Deprivation,4.7,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Development & Deprivation,3.5,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Development & Deprivation,5.4,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Development & Deprivation,4.1,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Development & Deprivation,3.4,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Development & Deprivation,6.8,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Development & Deprivation,3.4,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Development & Deprivation,2.9,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Development & Deprivation,4.6,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Development & Deprivation,6.7,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Development & Deprivation,6,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Development & Deprivation,6.5,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Development & Deprivation,5.9,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Development & Deprivation,6.5,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Development & Deprivation,6.7,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Development & Deprivation,6.9,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Development & Deprivation,5.1,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Development & Deprivation,6.4,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Development & Deprivation,7.2,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Development & Deprivation,7,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Development & Deprivation,6.6,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Drought Risk,4.7,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Drought Risk,4.8,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Drought Risk,5.5,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Drought Risk,5.7,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Drought Risk,8.4,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Drought Risk,4.3,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Drought Risk,5.8,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Drought Risk,3.3,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Drought Risk,4.7,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Drought Risk,5.8,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Drought Risk,7.1,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Drought Risk,7,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Drought Risk,8.5,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Drought Risk,8.3,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Drought Risk,5.3,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Drought Risk,7.9,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Drought Risk,8.4,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Drought Risk,6,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Drought Risk,6,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Drought Risk,3.9,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Drought Risk,6.2,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Drought Risk,8.3,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
DRR,3,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
DRR,6.2,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
DRR,3,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
DRR,3,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
DRR,3,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
DRR,6.2,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
DRR,3,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
DRR,3,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
DRR,3,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
DRR,3,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
DRR,3,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
DRR,3,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
DRR,3,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
DRR,3,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
DRR,5,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
DRR,3,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
DRR,3,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
DRR,6.5,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
DRR,3,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
DRR,3,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
DRR,3,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
DRR,3,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Earthquake Risk,9.2,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Earthquake Risk,9.2,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Earthquake Risk,9.2,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Earthquake Risk,9.2,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Earthquake Risk,9.2,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Earthquake Risk,9.2,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Earthquake Risk,9.2,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Earthquake Risk,9.2,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Earthquake Risk,9.2,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Earthquake Risk,9.2,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Earthquake Risk,9.2,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Earthquake Risk,9.2,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Earthquake Risk,9.2,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Earthquake Risk,9.2,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Earthquake Risk,9.2,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Earthquake Risk,9.2,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Earthquake Risk,9.2,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Earthquake Risk,9.2,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Earthquake Risk,9.2,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Earthquake Risk,9.2,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Earthquake Risk,9.2,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Earthquake Risk,9.2,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Economic dependency,3.2,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Economic dependency,3.4,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Economic dependency,2.5,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Economic dependency,3,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Economic dependency,3.5,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Economic dependency,2.5,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Economic dependency,2.9,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Economic dependency,4.3,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Economic dependency,2,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
