area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
South Korea,Hong Kong,female,1760,1978,2195,2517,2844,2996,3230,KOR,HKG,47008111,49554112,51014947,51836239,6665000,7024200,7291300,7481000
South Korea,Hong Kong,male,1478,1636,1794,1838,1888,1840,1812,KOR,HKG,47008111,49554112,51014947,51836239,6665000,7024200,7291300,7481000
South Korea,Hungary,female,490,441,392,474,559,541,846,KOR,HUN,47008111,49554112,51014947,51836239,10210971,10000023,9843028,9750149
South Korea,Hungary,male,586,512,438,545,658,619,1085,KOR,HUN,47008111,49554112,51014947,51836239,10210971,10000023,9843028,9750149
South Korea,Indonesia,female,4156,2678,1200,6239,12353,13380,14093,KOR,IDN,47008111,49554112,51014947,51836239,214072421,244016173,259091970,271857970
South Korea,Indonesia,male,6710,4511,2313,9440,16497,18560,19487,KOR,IDN,47008111,49554112,51014947,51836239,214072421,244016173,259091970,271857970
South Korea,Ireland,female,22,64,136,128,115,119,134,KOR,IRL,47008111,49554112,51014947,51836239,3805174,4560155,4701957,4985382
South Korea,Italy,female,411,1429,2447,2396,2690,2349,2820,KOR,ITA,47008111,49554112,51014947,51836239,56942108,59277417,60730582,59438851
South Korea,Italy,male,219,834,1449,1517,1993,1440,1787,KOR,ITA,47008111,49554112,51014947,51836239,56942108,59277417,60730582,59438851
South Korea,Japan,female,344690,320556,323949,276623,301332,232610,231812,KOR,JPN,47008111,49554112,51014947,51836239,126843000,128070000,127141000,126261000
South Korea,Japan,male,343142,339998,311245,255852,264657,225162,224391,KOR,JPN,47008111,49554112,51014947,51836239,126843000,128070000,127141000,126261000
South Korea,Kazakhstan,female,21401,16681,11960,13273,14586,15260,16059,KOR,KAZ,47008111,49554112,51014947,51836239,14883626,16321872,17542806,18755666
South Korea,Kazakhstan,male,19644,15563,11482,13452,15421,16656,17529,KOR,KAZ,47008111,49554112,51014947,51836239,14883626,16321872,17542806,18755666
South Korea,Kyrgyzstan,female,820,595,357,251,144,127,122,KOR,KGZ,47008111,49554112,51014947,51836239,4898400,5447900,5956900,6579900
South Korea,Kyrgyzstan,male,639,472,291,209,121,106,103,KOR,KGZ,47008111,49554112,51014947,51836239,4898400,5447900,5956900,6579900
South Korea,Libya,female,236,213,189,172,187,211,220,KOR,LBY,47008111,49554112,51014947,51836239,5154790,6491988,6192235,6653942
South Korea,Libya,male,570,448,338,409,451,502,541,KOR,LBY,47008111,49554112,51014947,51836239,5154790,6491988,6192235,6653942
South Korea,Luxembourg,female,26,24,24,19,16,24,482,KOR,LUX,47008111,49554112,51014947,51836239,436300,506953,569604,630419
South Korea,Luxembourg,male,23,22,20,18,16,24,501,KOR,LUX,47008111,49554112,51014947,51836239,436300,506953,569604,630419
South Korea,Malaysia,female,250,285,404,514,566,689,708,KOR,MYS,47008111,49554112,51014947,51836239,22945150,28717731,31068833,33199993
South Korea,Malaysia,male,944,1081,1523,2068,2507,3058,3262,KOR,MYS,47008111,49554112,51014947,51836239,22945150,28717731,31068833,33199993
South Korea,Mexico,female,46,134,228,929,1737,834,903,KOR,MEX,47008111,49554112,51014947,51836239,97873442,112532401,120149897,125998302
South Korea,Mexico,male,82,166,259,1173,2224,1029,1138,KOR,MEX,47008111,49554112,51014947,51836239,97873442,112532401,120149897,125998302
South Korea,Mongolia,female,134,140,148,370,596,940,1007,KOR,MNG,47008111,49554112,51014947,51836239,2450979,2702520,2964749,3294335
South Korea,Mongolia,male,142,164,188,496,901,913,980,KOR,MNG,47008111,49554112,51014947,51836239,2450979,2702520,2964749,3294335
South Korea,Netherlands,female,2378,2640,3004,3452,3770,4319,5348,KOR,NLD,47008111,49554112,51014947,51836239,15925513,16615394,16939923,17441500
South Korea,Netherlands,male,1767,1881,2052,2412,2622,2805,3434,KOR,NLD,47008111,49554112,51014947,51836239,15925513,16615394,16939923,17441500
South Korea,New Zealand,female,399,5942,8967,14177,14336,14274,16793,KOR,NZL,47008111,49554112,51014947,51836239,3857700,4350700,4609400,5090200
South Korea,New Zealand,male,384,5913,8481,13373,13482,13366,15726,KOR,NZL,47008111,49554112,51014947,51836239,3857700,4350700,4609400,5090200
South Korea,North Korea,female,2882,2547,2212,2324,2435,2665,2723,KOR,PRK,47008111,49554112,51014947,51836239,23367059,24686435,25258015,25867467
South Korea,North Korea,male,2991,2654,2316,2373,2431,2693,2754,KOR,PRK,47008111,49554112,51014947,51836239,23367059,24686435,25258015,25867467
South Korea,Northern Mariana Islands,female,1521,1073,756,970,894,805,811,KOR,MNP,47008111,49554112,51014947,51836239,80338,54087,51514,49587
South Korea,Northern Mariana Islands,male,901,865,817,885,710,631,637,KOR,MNP,47008111,49554112,51014947,51836239,80338,54087,51514,49587
South Korea,Norway,female,3245,3480,3763,3980,4224,4417,4662,KOR,NOR,47008111,49554112,51014947,51836239,4490967,4889252,5188607,5379475
South Korea,Norway,male,1576,1875,2203,2534,2832,2996,3170,KOR,NOR,47008111,49554112,51014947,51836239,4490967,4889252,5188607,5379475
South Korea,Panama,female,42,60,83,101,138,162,187,KOR,PAN,47008111,49554112,51014947,51836239,3001731,3623617,3957099,4294396
South Korea,Panama,male,54,79,108,142,207,240,296,KOR,PAN,47008111,49554112,51014947,51836239,3001731,3623617,3957099,4294396
South Korea,Paraguay,female,2542,1952,1367,1302,1243,1214,1311,KOR,PRY,47008111,49554112,51014947,51836239,5123819,5768613,6177950,6618695
South Korea,Paraguay,male,2620,2074,1510,1438,1367,1333,1448,KOR,PRY,47008111,49554112,51014947,51836239,5123819,5768613,6177950,6618695
South Korea,Peru,female,186,189,225,257,380,564,1046,KOR,PER,47008111,49554112,51014947,51836239,26654439,29229572,30711863,33304756
South Korea,Peru,male,228,226,261,314,698,1127,2108,KOR,PER,47008111,49554112,51014947,51836239,26654439,29229572,30711863,33304756
South Korea,Philippines,female,224,307,843,671,3214,3259,3460,KOR,PHL,47008111,49554112,51014947,51836239,77958223,94636700,103031365,112190977
South Korea,Philippines,male,369,491,984,807,3585,3647,3890,KOR,PHL,47008111,49554112,51014947,51836239,77958223,94636700,103031365,112190977
South Korea,Romania,female,3,2,2,1,4,8,185,KOR,ROU,47008111,49554112,51014947,51836239,22442971,20246871,19815616,19265250
South Korea,Romania,male,7,6,6,5,22,15,164,KOR,ROU,47008111,49554112,51014947,51836239,22442971,20246871,19815616,19265250
South Korea,Russian Federation,female,1026,981,901,1222,1518,1555,1553,KOR,RUS,47008111,49554112,51014947,51836239,146596869,142849468,144640716,145245148
South Korea,Russian Federation,male,988,1036,1047,1606,2133,2166,2165,KOR,RUS,47008111,49554112,51014947,51836239,146596869,142849468,144640716,145245148
South Korea,Slovakia,female,0,63,144,159,176,196,228,KOR,SVK,47008111,49554112,51014947,51836239,5388720,5391428,5423801,5458827
South Korea,Slovakia,male,0,89,202,229,259,338,381,KOR,SVK,47008111,49554112,51014947,51836239,5388720,5391428,5423801,5458827
South Korea,South Africa,female,1001,573,338,464,701,910,929,KOR,ZAF,47008111,49554112,51014947,51836239,46813266,51784921,55876504,58801927
South Korea,South Africa,male,624,440,362,456,638,817,1076,KOR,ZAF,47008111,49554112,51014947,51836239,46813266,51784921,55876504,58801927
South Korea,Spain,female,627,745,1165,1597,1935,2335,3211,KOR,ESP,47008111,49554112,51014947,51836239,40567864,46576897,46444832,47365655
South Korea,Spain,male,630,751,1214,1378,1706,1854,2443,KOR,ESP,47008111,49554112,51014947,51836239,40567864,46576897,46444832,47365655
South Korea,Sri Lanka,female,3,16,48,151,299,309,310,KOR,LKA,47008111,49554112,51014947,51836239,18776371,20668557,21336697,21919000
South Korea,Sri Lanka,male,4,61,101,145,297,294,301,KOR,LKA,47008111,49554112,51014947,51836239,18776371,20668557,21336697,21919000
South Korea,Sweden,female,4542,5431,5863,6053,6266,6276,7023,KOR,SWE,47008111,49554112,51014947,51836239,8872109,9378126,9799186,10353442
South Korea,Sweden,male,2663,3119,3307,3640,3928,3995,4618,KOR,SWE,47008111,49554112,51014947,51836239,8872109,9378126,9799186,10353442
South Korea,Switzerland,female,939,1162,1387,1679,2035,2511,2866,KOR,CHE,47008111,49554112,51014947,51836239,7184250,7824909,8282396,8638167
South Korea,Switzerland,male,491,732,979,1019,1088,1216,1335,KOR,CHE,47008111,49554112,51014947,51836239,7184250,7824909,8282396,8638167
South Korea,Thailand,female,162,280,463,376,309,332,347,KOR,THA,47008111,49554112,51014947,51836239,63066603,68270489,70294397,71475664
South Korea,Thailand,male,307,504,799,639,532,570,597,KOR,THA,47008111,49554112,51014947,51836239,63066603,68270489,70294397,71475664
South Korea,Turkey,female,66,167,270,285,301,305,456,KOR,TUR,47008111,49554112,51014947,51836239,64113547,73142150,78218479,83384680
South Korea,Turkey,male,58,132,207,208,207,198,244,KOR,TUR,47008111,49554112,51014947,51836239,64113547,73142150,78218479,83384680
South Korea,Uganda,female,49,48,125,123,125,126,117,KOR,UGA,47008111,49554112,51014947,51836239,24020697,32341728,37477356,44404611
South Korea,United Kingdom,female,734,3675,6689,4854,5019,6186,7046,KOR,GBR,47008111,49554112,51014947,51836239,58892514,62766365,65116219,67081234
South Korea,United Kingdom,male,983,3075,5209,3737,4051,4670,5207,KOR,GBR,47008111,49554112,51014947,51836239,58892514,62766365,65116219,67081234
South Korea,United States of America,female,290371,369339,449150,499116,576074,545829,536079,KOR,USA,47008111,49554112,51014947,51836239,282162411,309327143,320738994,331526933
South Korea,United States of America,male,278026,356510,436917,490995,551192,514190,502699,KOR,USA,47008111,49554112,51014947,51836239,282162411,309327143,320738994,331526933
South Korea,Venezuela (Bolivarian Republic of),female,103,101,99,103,110,117,111,KOR,VEN,47008111,49554112,51014947,51836239,24427729,28715022,30529716,28490453
South Korea,Venezuela (Bolivarian Republic of),male,142,141,138,146,155,160,149,KOR,VEN,47008111,49554112,51014947,51836239,24427729,28715022,30529716,28490453
South Korea,Vietnam,female,9,31,77,245,605,738,777,KOR,VNM,47008111,49554112,51014947,51836239,79001142,87411012,92191398,96648685
South Korea,Vietnam,male,16,44,119,394,890,1067,1125,KOR,VNM,47008111,49554112,51014947,51836239,79001142,87411012,92191398,96648685
Spain,Hong Kong,female,125,141,156,178,201,211,227,ESP,HKG,40567864,46576897,46444832,47365655,6665000,7024200,7291300,7481000
Spain,Hong Kong,male,144,159,175,184,192,190,191,ESP,HKG,40567864,46576897,46444832,47365655,6665000,7024200,7291300,7481000
Spain,Philippines,female,133,182,48,38,769,779,826,ESP,PHL,40567864,46576897,46444832,47365655,77958223,94636700,103031365,112190977
Spain,Philippines,male,124,163,35,29,515,526,562,ESP,PHL,40567864,46576897,46444832,47365655,77958223,94636700,103031365,112190977
Sri Lanka,Australia,female,22694,25858,28632,34578,46631,57553,65430,LKA,AUS,18776371,20668557,21336697,21919000,19028802,22031750,23815995,25649248
Sri Lanka,Australia,male,23966,26666,29578,36030,49849,62147,74026,LKA,AUS,18776371,20668557,21336697,21919000,19028802,22031750,23815995,25649248
Sri Lanka,Austria,female,246,273,300,340,386,401,458,LKA,AUT,18776371,20668557,21336697,21919000,8011566,8363404,8642699,8916864
Sri Lanka,Austria,male,294,337,379,412,450,451,515,LKA,AUT,18776371,20668557,21336697,21919000,8011566,8363404,8642699,8916864
Sri Lanka,Bahrain,female,4319,3328,2389,2965,4187,4365,5471,LKA,BHR,18776371,20668557,21336697,21919000,711442,1213645,1362142,1477469
Sri Lanka,Bahrain,male,1544,1791,2002,3073,4832,5412,7196,LKA,BHR,18776371,20668557,21336697,21919000,711442,1213645,1362142,1477469
Sri Lanka,Belgium,female,128,128,124,234,580,924,1113,LKA,BEL,18776371,20668557,21336697,21919000,10251250,10895586,11274196,11538604
Sri Lanka,Belgium,male,110,110,106,254,616,977,1133,LKA,BEL,18776371,20668557,21336697,21919000,10251250,10895586,11274196,11538604
Sri Lanka,Botswana,female,187,228,292,496,412,447,475,LKA,BWA,18776371,20668557,21336697,21919000,1726985,2091664,2305171,2546402
Sri Lanka,Botswana,male,211,252,321,532,441,479,513,LKA,BWA,18776371,20668557,21336697,21919000,1726985,2091664,2305171,2546402
Sri Lanka,Brunei Darussalam,female,425,570,714,726,738,750,816,LKA,BRN,18776371,20668557,21336697,21919000,333926,396053,421437,441725
Sri Lanka,Brunei Darussalam,male,251,346,442,456,470,484,527,LKA,BRN,18776371,20668557,21336697,21919000,333926,396053,421437,441725
Sri Lanka,Canada,female,12526,29413,46994,54890,66234,66788,72366,LKA,CAN,18776371,20668557,21336697,21919000,30685730,34005902,35704498,38028638
Sri Lanka,Canada,male,11884,27513,43801,53033,65896,64397,69778,LKA,CAN,18776371,20668557,21336697,21919000,30685730,34005902,35704498,38028638
Sri Lanka,China,female,551,870,1158,1500,1711,2014,2190,LKA,CHN,18776371,20668557,21336697,21919000,1262645000,1337705000,1379860000,1411100000
Sri Lanka,China,male,214,381,563,987,1431,1861,2024,LKA,CHN,18776371,20668557,21336697,21919000,1262645000,1337705000,1379860000,1411100000
Sri Lanka,Cyprus,female,1899,2794,3688,5625,8503,7720,7915,LKA,CYP,18776371,20668557,21336697,21919000,948237,1129686,1187280,1237537
Sri Lanka,Cyprus,male,558,680,803,1127,1858,1794,1906,LKA,CYP,18776371,20668557,21336697,21919000,948237,1129686,1187280,1237537
Sri Lanka,Czechia,male,6,9,11,41,69,107,159,LKA,CZE,18776371,20668557,21336697,21919000,10255063,10474410,10546059,10697858
Sri Lanka,Denmark,female,2091,3020,3948,3995,3871,3935,4095,LKA,DNK,18776371,20668557,21336697,21919000,5339616,5547683,5683483,5831404
Sri Lanka,Denmark,male,2923,3490,4057,3999,3782,3832,3959,LKA,DNK,18776371,20668557,21336697,21919000,5339616,5547683,5683483,5831404
Sri Lanka,Egypt,male,151,117,91,113,118,90,127,LKA,EGY,18776371,20668557,21336697,21919000,71371371,87252413,97723799,107465134
Sri Lanka,Finland,female,86,110,134,223,289,412,519,LKA,FIN,18776371,20668557,21336697,21919000,5176209,5363352,5479531,5529543
Sri Lanka,Finland,male,73,122,170,288,360,496,629,LKA,FIN,18776371,20668557,21336697,21919000,5176209,5363352,5479531,5529543
Sri Lanka,France,female,14967,15711,16455,16400,21645,24646,27028,LKA,FRA,18776371,20668557,21336697,21919000,60921384,65030575,66548272,67571107
Sri Lanka,France,male,18074,18398,18722,17759,23301,25168,27728,LKA,FRA,18776371,20668557,21336697,21919000,60921384,65030575,66548272,67571107
Sri Lanka,Germany,female,10195,15736,21277,19217,17481,18047,25394,LKA,DEU,18776371,20668557,21336697,21919000,82211508,81776930,81686611,83160871
Sri Lanka,Germany,male,28423,28020,27617,23715,20144,20569,26436,LKA,DEU,18776371,20668557,21336697,21919000,82211508,81776930,81686611,83160871
Sri Lanka,Greece,female,600,558,536,547,580,567,540,LKA,GRC,18776371,20668557,21336697,21919000,10805808,11121341,10820883,10698599
Sri Lanka,Greece,male,744,511,275,313,361,319,364,LKA,GRC,18776371,20668557,21336697,21919000,10805808,11121341,10820883,10698599
Sri Lanka,Hong Kong,female,316,355,394,451,510,537,578,LKA,HKG,18776371,20668557,21336697,21919000,6665000,7024200,7291300,7481000
Sri Lanka,Hong Kong,male,208,230,252,254,256,245,237,LKA,HKG,18776371,20668557,21336697,21919000,6665000,7024200,7291300,7481000
Sri Lanka,Iceland,female,57,63,68,86,102,100,113,LKA,ISL,18776371,20668557,21336697,21919000,281205,318041,330815,366463
Sri Lanka,India,female,138559,116605,94651,99734,106218,100840,95934,LKA,IND,18776371,20668557,21336697,21919000,1059633675,1240613620,1322866505,1396387127
Sri Lanka,India,male,143161,119180,95199,102683,105804,96724,88846,LKA,IND,18776371,20668557,21336697,21919000,1059633675,1240613620,1322866505,1396387127
Sri Lanka,Ireland,female,19,54,115,109,98,101,114,LKA,IRL,18776371,20668557,21336697,21919000,3805174,4560155,4701957,4985382
Sri Lanka,Ireland,male,27,73,163,169,135,137,157,LKA,IRL,18776371,20668557,21336697,21919000,3805174,4560155,4701957,4985382
Sri Lanka,Italy,female,8236,14319,20401,28517,36082,37682,44006,LKA,ITA,18776371,20668557,21336697,21919000,56942108,59277417,60730582,59438851
Sri Lanka,Italy,male,11738,16657,21576,35011,47685,47310,51805,LKA,ITA,18776371,20668557,21336697,21919000,56942108,59277417,60730582,59438851
Sri Lanka,Japan,female,592,1473,3042,4671,5005,7284,14278,LKA,JPN,18776371,20668557,21336697,21919000,126843000,128070000,127141000,126261000
Sri Lanka,Japan,male,614,1359,2613,3909,4092,5868,11503,LKA,JPN,18776371,20668557,21336697,21919000,126843000,128070000,127141000,126261000
Sri Lanka,Jordan,female,10931,12349,13712,7440,16757,8787,11423,LKA,JOR,18776371,20668557,21336697,21919000,5056174,6931258,9494246,10928721
Sri Lanka,Jordan,male,131,755,1435,3930,6717,902,1136,LKA,JOR,18776371,20668557,21336697,21919000,5056174,6931258,9494246,10928721
Sri Lanka,Kuwait,female,32728,18736,11809,10870,12527,20681,22448,LKA,KWT,18776371,20668557,21336697,21919000,1934901,2943356,3908743,4360444
Sri Lanka,Kuwait,male,3636,5147,8871,9507,12665,15875,17219,LKA,KWT,18776371,20668557,21336697,21919000,1934901,2943356,3908743,4360444
Sri Lanka,Latvia,male,13,12,11,19,27,18,125,LKA,LVA,18776371,20668557,21336697,21919000,2367550,2097555,1977527,1900449
Sri Lanka,Lebanon,female,4994,5920,6845,5042,3321,1655,1418,LKA,LBN,18776371,20668557,21336697,21919000,4320642,4995800,6398940,5662923
Sri Lanka,Lebanon,male,60,45,31,237,436,1521,1353,LKA,LBN,18776371,20668557,21336697,21919000,4320642,4995800,6398940,5662923
Sri Lanka,Libya,female,278,202,126,114,124,140,146,LKA,LBY,18776371,20668557,21336697,21919000,5154790,6491988,6192235,6653942
Sri Lanka,Libya,male,432,284,144,184,204,226,245,LKA,LBY,18776371,20668557,21336697,21919000,5154790,6491988,6192235,6653942
Sri Lanka,Malaysia,female,417,475,673,1379,1888,2275,2338,LKA,MYS,18776371,20668557,21336697,21919000,22945150,28717731,31068833,33199993
Sri Lanka,Malaysia,male,777,891,1254,2807,4072,4985,5355,LKA,MYS,18776371,20668557,21336697,21919000,22945150,28717731,31068833,33199993
Sri Lanka,Maldives,female,1930,3108,3469,2933,1938,944,1027,LKA,MDV,18776371,20668557,21336697,21919000,282507,361575,435582,514438
Sri Lanka,Maldives,male,2359,3104,4251,3996,4912,5828,6356,LKA,MDV,18776371,20668557,21336697,21919000,282507,361575,435582,514438
Sri Lanka,Mauritius,female,7,14,33,393,756,827,834,LKA,MUS,18776371,20668557,21336697,21919000,1186873,1250400,1262879,1266014
Sri Lanka,Mauritius,male,2,5,9,103,223,299,303,LKA,MUS,18776371,20668557,21336697,21919000,1186873,1250400,1262879,1266014
Sri Lanka,Nauru,male,0,0,0,0,161,30,103,LKA,NRU,18776371,20668557,21336697,21919000,10377,10241,11185,12315
Sri Lanka,Netherlands,female,2039,3023,4117,4914,4780,5040,5300,LKA,NLD,18776371,20668557,21336697,21919000,15925513,16615394,16939923,17441500
Sri Lanka,Netherlands,male,2660,3790,5039,5274,5153,5170,5310,LKA,NLD,18776371,20668557,21336697,21919000,15925513,16615394,16939923,17441500
Sri Lanka,New Zealand,female,1093,1923,3084,3571,4390,5141,7702,LKA,NZL,18776371,20668557,21336697,21919000,3857700,4350700,4609400,5090200
Sri Lanka,New Zealand,male,1205,1990,2917,3369,4126,4815,7214,LKA,NZL,18776371,20668557,21336697,21919000,3857700,4350700,4609400,5090200
Sri Lanka,North Korea,female,96,98,99,97,94,103,103,LKA,PRK,18776371,20668557,21336697,21919000,23367059,24686435,25258015,25867467
Sri Lanka,Norway,female,1434,2349,3329,3914,4141,4430,4655,LKA,NOR,18776371,20668557,21336697,21919000,4490967,4889252,5188607,5379475
Sri Lanka,Norway,male,3273,3773,3966,4243,4573,4757,4876,LKA,NOR,18776371,20668557,21336697,21919000,4490967,4889252,5188607,5379475
Sri Lanka,Oman,female,9423,9662,6133,5431,5360,10354,13231,LKA,OMN,18776371,20668557,21336697,21919000,2344253,2881914,4191776,4543399
Sri Lanka,Oman,male,4573,4929,4952,4482,4982,13165,16832,LKA,OMN,18776371,20668557,21336697,21919000,2344253,2881914,4191776,4543399
Sri Lanka,Pakistan,female,425,194,261,174,317,292,256,LKA,PAK,18776371,20668557,21336697,21919000,154369924,194454498,210969298,227196741
Sri Lanka,Pakistan,male,464,219,308,210,346,286,283,LKA,PAK,18776371,20668557,21336697,21919000,154369924,194454498,210969298,227196741
Sri Lanka,Philippines,male,28,37,122,99,137,139,148,LKA,PHL,18776371,20668557,21336697,21919000,77958223,94636700,103031365,112190977
Sri Lanka,Qatar,female,332,332,282,4291,9465,14488,43699,LKA,QAT,18776371,20668557,21336697,21919000,645937,1713504,2414573,2760385
Sri Lanka,Qatar,male,600,701,698,7940,23938,40243,110379,LKA,QAT,18776371,20668557,21336697,21919000,645937,1713504,2414573,2760385
Sri Lanka,Romania,male,1,0,1,0,0,2,581,LKA,ROU,18776371,20668557,21336697,21919000,22442971,20246871,19815616,19265250
Sri Lanka,Romania,female,0,0,0,0,0,2,166,LKA,ROU,18776371,20668557,21336697,21919000,22442971,20246871,19815616,19265250
Sri Lanka,Russian Federation,female,519,416,299,277,251,258,256,LKA,RUS,18776371,20668557,21336697,21919000,146596869,142849468,144640716,145245148
Sri Lanka,Russian Federation,male,501,525,530,432,325,330,330,LKA,RUS,18776371,20668557,21336697,21919000,146596869,142849468,144640716,145245148
Sri Lanka,Saudi Arabia,female,67157,68467,70049,81541,100188,131217,167286,LKA,SAU,18776371,20668557,21336697,21919000,21547390,29411929,32749848,35997107
Sri Lanka,Saudi Arabia,male,133422,137099,141163,179368,238095,292548,362050,LKA,SAU,18776371,20668557,21336697,21919000,21547390,29411929,32749848,35997107
Sri Lanka,Seychelles,female,137,145,153,157,162,171,173,LKA,SYC,18776371,20668557,21336697,21919000,81131,89770,93419,98462
Sri Lanka,Seychelles,male,179,246,314,343,372,427,436,LKA,SYC,18776371,20668557,21336697,21919000,81131,89770,93419,98462
Sri Lanka,Singapore,female,3139,2744,2664,3825,5206,5977,6097,LKA,SGP,18776371,20668557,21336697,21919000,4027887,5076732,5535002,5685807
Sri Lanka,Singapore,male,2649,2334,2196,3025,4016,4610,4670,LKA,SGP,18776371,20668557,21336697,21919000,4027887,5076732,5535002,5685807
Sri Lanka,South Africa,female,564,323,190,262,396,512,522,LKA,ZAF,18776371,20668557,21336697,21919000,46813266,51784921,55876504,58801927
Sri Lanka,South Africa,male,399,277,225,283,397,510,664,LKA,ZAF,18776371,20668557,21336697,21919000,46813266,51784921,55876504,58801927
Sri Lanka,South Korea,female,14,322,713,552,645,5225,7839,LKA,KOR,18776371,20668557,21336697,21919000,47008111,49554112,51014947,51836239
Sri Lanka,South Korea,male,46,936,2145,7389,15520,14860,25002,LKA,KOR,18776371,20668557,21336697,21919000,47008111,49554112,51014947,51836239
Sri Lanka,Spain,female,21,31,346,169,214,239,328,LKA,ESP,18776371,20668557,21336697,21919000,40567864,46576897,46444832,47365655
Sri Lanka,Spain,male,24,38,492,234,351,389,518,LKA,ESP,18776371,20668557,21336697,21919000,40567864,46576897,46444832,47365655
Sri Lanka,Sweden,female,2559,3060,3304,3496,3725,3760,4177,LKA,SWE,18776371,20668557,21336697,21919000,8872109,9378126,9799186,10353442
Sri Lanka,Sweden,male,2040,2398,2550,2665,2902,2896,3310,LKA,SWE,18776371,20668557,21336697,21919000,8872109,9378126,9799186,10353442
Sri Lanka,Switzerland,female,7454,8331,9215,13146,13513,14435,16666,LKA,CHE,18776371,20668557,21336697,21919000,7184250,7824909,8282396,8638167
Sri Lanka,Switzerland,male,11383,11874,12433,15326,15053,16496,19089,LKA,CHE,18776371,20668557,21336697,21919000,7184250,7824909,8282396,8638167
Sri Lanka,Thailand,female,1752,3042,5035,4176,3530,3800,3982,LKA,THA,18776371,20668557,21336697,21919000,63066603,68270489,70294397,71475664
Sri Lanka,Thailand,male,2029,3306,5191,4199,3596,3845,4020,LKA,THA,18776371,20668557,21336697,21919000,63066603,68270489,70294397,71475664
Sri Lanka,United Arab Emirates,female,33087,26887,22575,23136,43297,49177,53652,LKA,ARE,18776371,20668557,21336697,21919000,3275333,8481771,8916899,9287289
Sri Lanka,United Arab Emirates,male,11333,16689,22765,26058,57848,61346,66839,LKA,ARE,18776371,20668557,21336697,21919000,3275333,8481771,8916899,9287289
Sri Lanka,United Kingdom,female,17626,22945,28710,41449,50238,66351,60079,LKA,GBR,18776371,20668557,21336697,21919000,58892514,62766365,65116219,67081234
Sri Lanka,United Kingdom,male,20798,28679,36983,49250,59441,75647,68128,LKA,GBR,18776371,20668557,21336697,21919000,58892514,62766365,65116219,67081234
Sri Lanka,United States of America,female,6116,8590,11099,16714,21400,26904,26499,LKA,USA,18776371,20668557,21336697,21919000,282162411,309327143,320738994,331526933
Sri Lanka,United States of America,male,7906,11315,14805,16775,20899,26004,25044,LKA,USA,18776371,20668557,21336697,21919000,282162411,309327143,320738994,331526933
Sweden,Philippines,female,28,38,39,31,194,196,207,SWE,PHL,8872109,9378126,9799186,10353442,77958223,94636700,103031365,112190977
Sweden,Philippines,male,71,95,82,66,402,409,436,SWE,PHL,8872109,9378126,9799186,10353442,77958223,94636700,103031365,112190977
Sweden,Thailand,female,70,121,201,210,230,247,258,SWE,THA,8872109,9378126,9799186,10353442,63066603,68270489,70294397,71475664
Sweden,Thailand,male,179,295,469,424,415,445,466,SWE,THA,8872109,9378126,9799186,10353442,63066603,68270489,70294397,71475664
Switzerland,Hong Kong,female,137,154,171,197,223,234,252,CHE,HKG,7184250,7824909,8282396,8638167,6665000,7024200,7291300,7481000
Switzerland,Hong Kong,male,350,390,429,458,488,492,505,CHE,HKG,7184250,7824909,8282396,8638167,6665000,7024200,7291300,7481000
Switzerland,Maldives,male,56,50,50,49,76,103,113,CHE,MDV,7184250,7824909,8282396,8638167,282507,361575,435582,514438
Switzerland,Philippines,female,79,108,129,102,366,371,392,CHE,PHL,7184250,7824909,8282396,8638167,77958223,94636700,103031365,112190977
Switzerland,Philippines,male,171,228,240,196,651,662,706,CHE,PHL,7184250,7824909,8282396,8638167,77958223,94636700,103031365,112190977
Switzerland,Sri Lanka,female,2,8,22,67,133,137,137,CHE,LKA,7184250,7824909,8282396,8638167,18776371,20668557,21336697,21919000
Switzerland,Sri Lanka,male,4,31,51,75,151,151,153,CHE,LKA,7184250,7824909,8282396,8638167,18776371,20668557,21336697,21919000
Switzerland,Thailand,female,64,110,183,181,190,204,213,CHE,THA,7184250,7824909,8282396,8638167,63066603,68270489,70294397,71475664
Switzerland,Thailand,male,306,509,814,720,680,729,763,CHE,THA,7184250,7824909,8282396,8638167,63066603,68270489,70294397,71475664
Syrian Arab Republic,Indonesia,female,1801,1160,520,632,853,923,971,SYR,IDN,16307654,22337563,19205178,20772595,214072421,244016173,259091970,271857970
Syrian Arab Republic,Indonesia,male,1664,1132,600,901,1192,1340,1407,SYR,IDN,16307654,22337563,19205178,20772595,214072421,244016173,259091970,271857970
Tajikistan,Afghanistan,female,17658,16000,14343,12396,10450,8667,2687,TJK,AFG,6272998,7621779,8524063,9543207,19542982,28189672,33753499,38972230
Tajikistan,Afghanistan,male,22879,20733,18586,16064,13541,6364,1735,TJK,AFG,6272998,7621779,8524063,9543207,19542982,28189672,33753499,38972230
Thailand,Australia,female,9597,11663,14517,20444,33838,44295,55458,THA,AUS,63066603,68270489,70294397,71475664,19028802,22031750,23815995,25649248
Thailand,Australia,male,6237,7257,8523,11101,17732,22105,26834,THA,AUS,63066603,68270489,70294397,71475664,19028802,22031750,23815995,25649248
