indicator,island,atoll_official,atoll_local_names,population,value,value2,indicator2
Child Population (International) (0-14 yrs)%,Feydhoo,Seenu Atoll,Addu (S),Maldivians,25.3516519463526,25.3516519463526,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,32.5224071702944,32.5224071702944,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Filladhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,26.8431001890359,26.8431001890359,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,32.2077922077922,32.2077922077922,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,32.9710144927536,32.9710144927536,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,36.8279569892473,36.8279569892473,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),Maldivians,29.8216769950676,29.8216769950676,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Fodhdhoo,Noonu Atoll,Noonu (N),Maldivians,24.4525547445255,24.4525547445255,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Fonadhoo,Laamu Atoll,Laamu (L),Maldivians,30.1680058436815,30.1680058436815,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Fulhadhoo,Baa Atoll,Baa (B),Maldivians,25.4166666666666,25.4166666666666,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Fulidhoo,Vaavu Atoll,Vaavu (V),Maldivians,25.1700680272108,25.1700680272108,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,31.6326530612244,31.6326530612244,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gaadhiffushi,Thaa Atoll,Thaa (Th),Maldivians,28.3018867924528,28.3018867924528,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gaafaru,Kaafu Atoll,Kaafu (K),Maldivians,36.9565217391304,36.9565217391304,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,28.1374900079936,28.1374900079936,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gamu,Laamu Atoll,Laamu (L),Maldivians,32.5985477178423,32.5985477178423,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,33.9195979899497,33.9195979899497,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Goidhoo,Baa Atoll,Baa (B),Maldivians,29.7244094488189,29.7244094488189,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,31.4126394052044,31.4126394052044,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Gulhi,Kaafu Atoll,Kaafu (K),Maldivians,28.3251231527093,28.3251231527093,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Guraidhoo,Kaafu Atoll,Kaafu (K),Maldivians,26.2755102040816,26.2755102040816,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Guraidhoo,Thaa Atoll,Thaa (Th),Maldivians,31.6806722689075,31.6806722689075,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,31.4769975786924,31.4769975786924,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,30.8179419525065,30.8179419525065,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hebadhoo,Noonu Atoll,Noonu (N),Maldivians,34.0136054421768,34.0136054421768,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Himandhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,36.7374005305039,36.7374005305039,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Himmafushi,Kaafu Atoll,Kaafu (K),Maldivians,19.1689008042895,19.1689008042895,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,28.8175046554934,28.8175046554934,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hirilandhoo,Thaa Atoll,Thaa (Th),Maldivians,27.9116465863453,27.9116465863453,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,23.2558139534883,23.2558139534883,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hithaadhoo,Baa Atoll,Baa (B),Maldivians,36.2017804154302,36.2017804154302,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hithadhoo,Seenu Atoll,Addu (S),Maldivians,28.3316697069982,28.3316697069982,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,33.4177215189873,33.4177215189873,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),Maldivians,29.8669891172914,29.8669891172914,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Holhudhoo,Noonu Atoll,Noonu (N),Maldivians,29.6296296296296,29.6296296296296,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hulhudheli,Dhaal Atoll,Dhaalu (Dh),Maldivians,31.8248175182481,31.8248175182481,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hulhudhoo,Seenu Atoll,Addu (S),Maldivians,21.8218218218218,21.8218218218218,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Hulhudhuffaaru,Raa Atoll,Raa (R),Maldivians,32.1739130434782,32.1739130434782,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Huraa,Kaafu Atoll,Kaafu (K),Maldivians,30.9030654515327,30.9030654515327,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Iguraidhoo,Raa Atoll,Raa (R),Maldivians,34.1720779220779,34.1720779220779,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,36.235642830678,36.235642830678,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Innamaadhoo,Raa Atoll,Raa (R),Maldivians,31.8181818181818,31.8181818181818,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Isdhoo,Laamu Atoll,Laamu (L),Maldivians,31.5850815850815,31.5850815850815,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kaashidhoo,Kaafu Atoll,Kaafu (K),Maldivians,32.0240043644299,32.0240043644299,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,34.090909090909,34.090909090909,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kadoodhoo,Thaa Atoll,Thaa (Th),Maldivians,33.1592689295039,33.1592689295039,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kalhaidhoo,Laamu Atoll,Laamu (L),Maldivians,32.258064516129,32.258064516129,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kamadhoo,Baa Atoll,Baa (B),Maldivians,27.1137026239067,27.1137026239067,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,32.1428571428571,32.1428571428571,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kedhikolhudhoo,Noonu Atoll,Noonu (N),Maldivians,34.4361917623227,34.4361917623227,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kelaa,Haa Alif Atoll,Haa Alif (HA),Maldivians,30.4033092037228,30.4033092037228,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kendhoo,Baa Atoll,Baa (B),Maldivians,35.8885017421602,35.8885017421602,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Keyodhoo,Vaavu Atoll,Vaavu (V),Maldivians,32.3076923076923,32.3076923076923,Child Population (International) (0-14 yrs)%
Child Population (International) (0-14 yrs)%,Kibidhoo,Thaa Atoll,Thaa (Th),Maldivians,33.235294117647,33.235294117647,Child Population (International) (0-14 yrs)%
