dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
Population,Child Dependency Ratio,Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,50.16835016835017,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20470269413520126,admin3,0.6749453295845048
Population,Child Dependency Ratio,Maamigili,Alif Dhekunu Buri,Alif Dhaal (ADh),9,49.861687413554634,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20359313092620956,admin3,0.6708196090174102
Population,Child Dependency Ratio,Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,55.727051177904144,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2248151141586185,admin3,0.7497299153315969
Population,Child Dependency Ratio,Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,36.597938144329895,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1556024050480882,admin3,0.49237432245722174
Population,Child Dependency Ratio,Omadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,62.8,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25040636601217703,admin3,0.8448865979381442
Population,Child Dependency Ratio,Felidhoo,Vaavu Atoll,Vaavu (V),11,50.318471337579616,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20524586060606553,admin3,0.6769650009849628
Population,Child Dependency Ratio,Fulidhoo,Vaavu Atoll,Vaavu (V),11,37,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15705714004871754,admin3,0.49778350515463915
Population,Child Dependency Ratio,Keyodhoo,Vaavu Atoll,Vaavu (V),11,54.19354838709678,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21926661421541413,admin3,0.7290987695377453
Population,Child Dependency Ratio,Rakeedhoo,Vaavu Atoll,Vaavu (V),11,8.333333333333332,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05333577786709585,admin3,0.11211340206185565
Population,Child Dependency Ratio,Thinadhoo,Vaavu Atoll,Vaavu (V),11,9.836065573770492,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.058772944203341754,admin3,0.132330572925469
Population,Child Dependency Ratio,Dhiggaru,Meemu Atoll,Meemu (M),15,52.04081632653062,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21147762694562444,admin3,0.7001367557332211
Population,Child Dependency Ratio,Kolhufushi,Meemu Atoll,Meemu (M),15,48.64253393665158,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1991820056006452,admin3,0.6544175957456733
Population,Child Dependency Ratio,Maduvvari,Meemu Atoll,Meemu (M),15,41.66666666666667,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1739420129620048,admin3,0.5605670103092784
Population,Child Dependency Ratio,Mulah,Meemu Atoll,Meemu (M),15,47.97546012269939,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19676840776370993,admin3,0.6454430459806464
Population,Child Dependency Ratio,Muli,Meemu Atoll,Meemu (M),15,40.74803149606299,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17061821908143643,admin3,0.5482080526016722
Population,Child Dependency Ratio,Naalaafushi,Meemu Atoll,Meemu (M),15,41.6,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17370080049181497,admin3,0.5596701030927835
Population,Child Dependency Ratio,Raimandhoo,Meemu Atoll,Meemu (M),15,22.727272727272727,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10541574302171561,admin3,0.3057638238050609
Population,Child Dependency Ratio,Veyvah,Meemu Atoll,Meemu (M),15,48.366013071895424,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19818150138794235,admin3,0.6506973923590054
Population,Child Dependency Ratio,Biledhdhoo,Faafu Atoll,Faafu (F),14,64.9706457925636,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25826016851514805,admin3,0.8740896160752113
Population,Child Dependency Ratio,Dharaboodhoo,Faafu Atoll,Faafu (F),14,61.111111111111114,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24429565010070167,admin3,0.8221649484536082
Population,Child Dependency Ratio,Feeali,Faafu Atoll,Faafu (F),14,61.50870406189555,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24573421576753324,admin3,0.8275140082553988
Population,Child Dependency Ratio,Magoodhoo,Faafu Atoll,Faafu (F),14,69.42148760330579,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.27436414672904674,admin3,0.9339694981681861
Population,Child Dependency Ratio,Nilandhoo,Faafu Atoll,Faafu (F),14,60.08188331627431,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24057171141899256,admin3,0.8083181209045152
Population,Child Dependency Ratio,Badidhoo,Dhaal Atoll,Dhaalu (Dh),13,59.56112852664577,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23868752318145037,admin3,0.8013120899718837
Population,Child Dependency Ratio,Hulhudheli,Dhaal Atoll,Dhaalu (Dh),13,50.697674418604656,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2066178882842301,admin3,0.6820666506832894
Population,Child Dependency Ratio,Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),13,50.7453786523554,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20679049112515308,admin3,0.6827084447559154
Population,Child Dependency Ratio,Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),13,43.54066985645933,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18072250704030707,admin3,0.5857791150791694
Population,Child Dependency Ratio,Meedhoo,Dhaal Atoll,Dhaalu (Dh),13,44.73684210526316,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18505048198390425,admin3,0.6018719479110146
Population,Child Dependency Ratio,Ribudhoo,Dhaal Atoll,Dhaalu (Dh),13,50,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.204093571735732,admin3,0.672680412371134
Population,Child Dependency Ratio,Buruni,Thaa Atoll,Thaa (Th),16,58.139534883720934,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23354393146820976,admin3,0.7821865260129466
Population,Child Dependency Ratio,Dhiyamigili,Thaa Atoll,Thaa (Th),16,66.57060518731988,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.26404912088233656,admin3,0.8956148429840458
Population,Child Dependency Ratio,Gaadhiffushi,Thaa Atoll,Thaa (Th),16,44.91017964071856,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18567764961046146,admin3,0.6042039632076053
Population,Child Dependency Ratio,Guraidhoo,Thaa Atoll,Thaa (Th),16,52.72727272727272,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21396135460713364,admin3,0.7093720712277412
Population,Child Dependency Ratio,Hirilandhoo,Thaa Atoll,Thaa (Th),16,41.43070044709389,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17308824304143722,admin3,0.5573924132315209
Population,Child Dependency Ratio,Kadoodhoo,Thaa Atoll,Thaa (Th),16,54.04255319148936,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21872028535362523,admin3,0.7270673393288001
Population,Child Dependency Ratio,Kibidhoo,Thaa Atoll,Thaa (Th),16,56.49999999999999,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22761178757923922,admin3,0.7601288659793813
Population,Child Dependency Ratio,Madifushi,Thaa Atoll,Thaa (Th),16,54.84536082474227,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22162499353818785,admin3,0.7378679987246254
Population,Child Dependency Ratio,Omadhoo,Thaa Atoll,Thaa (Th),16,45.08196721311475,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18629920918074544,admin3,0.6065151259083994
Population,Child Dependency Ratio,Thimarafushi,Thaa Atoll,Thaa (Th),16,51.74050632911392,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2103910492011307,admin3,0.6960965026751924
Population,Child Dependency Ratio,Vandhoo,Thaa Atoll,Thaa (Th),16,42.28855721393035,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17619212928840233,admin3,0.5689336821049392
Population,Child Dependency Ratio,Veymandoo,Thaa Atoll,Thaa (Th),16,52.14477211796247,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2118537584442516,admin3,0.701535336226196
Population,Child Dependency Ratio,Vilufushi,Thaa Atoll,Thaa (Th),16,56.305506216696266,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22690807269063035,admin3,0.7575122228122538
Population,Child Dependency Ratio,Dhabidhoo,Laamu Atoll,Laamu (L),17,51.14942528735632,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20825240742865989,admin3,0.6881443298969072
Population,Child Dependency Ratio,Fonadhoo,Laamu Atoll,Laamu (L),17,47.800925925925924,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1961369103926651,admin3,0.6430949312714775
Population,Child Dependency Ratio,Gamu,Laamu Atoll,Laamu (L),17,52.859545836837675,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21443994345960138,admin3,0.7111516218254965
Population,Child Dependency Ratio,Hithadhoo,Seenu Atoll,Addu (S),21,45.60117302052786,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18817779291089062,admin3,0.6135003174411222
Population,Child Dependency Ratio,Isdhoo,Laamu Atoll,Laamu (L),17,50.18518518518519,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20476360637514818,admin3,0.675171821305842
Population,Child Dependency Ratio,Kalhaidhoo,Laamu Atoll,Laamu (L),17,52.054794520547944,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21152820266624012,admin3,0.7003248128795367
Population,Child Dependency Ratio,Kunahandhoo,Laamu Atoll,Laamu (L),17,49.72067039106145,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20308290496119363,admin3,0.6689224212405689
Population,Child Dependency Ratio,Maabaidhoo,Laamu Atoll,Laamu (L),17,62.989323843416365,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25109137509122137,admin3,0.8474336867593645
Population,Child Dependency Ratio,Maamendhoo,Laamu Atoll,Laamu (L),17,46.230158730158735,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19045358086190303,admin3,0.6219624447717231
Population,Child Dependency Ratio,Maavah,Laamu Atoll,Laamu (L),17,48.06763285024155,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19710190593312862,admin3,0.6466831017480951
Population,Child Dependency Ratio,Mundhoo,Laamu Atoll,Laamu (L),17,42.10526315789473,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1755289371079904,admin3,0.5664677156809549
Population,Child Dependency Ratio,Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,39.31777378815081,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16544327916043353,admin3,0.528965925706565
Population,Child Dependency Ratio,Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,42.12328767123288,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17559415316878435,admin3,0.5667102104222568
Population,Child Dependency Ratio,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,57.04225352112676,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2295737622487409,admin3,0.7674241324234063
Population,Child Dependency Ratio,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,52.77777777777778,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21414409132697437,admin3,0.7100515463917525
Population,Child Dependency Ratio,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,50.602409638554214,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20627320249045925,admin3,0.6807849956527139
Population,Child Dependency Ratio,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,39.1566265060241,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16486021815064117,admin3,0.5267979133026953
Population,Child Dependency Ratio,Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,48.01762114537445,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19692095423008762,admin3,0.6460102638630273
Population,Child Dependency Ratio,Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,40.55727554179567,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16992802835745283,admin3,0.5456416967220963
Population,Child Dependency Ratio,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,48.22784810126583,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1976815946800533,admin3,0.6488385749706381
Population,Child Dependency Ratio,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,45.06437768240343,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18623556696846008,admin3,0.6062784832529533
Population,Child Dependency Ratio,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,60.46511627906976,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24195831996320338,admin3,0.8134739870534643
Population,Child Dependency Ratio,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,46.3768115942029,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19098419835585057,admin3,0.6239354549529359
Population,Child Dependency Ratio,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,58.14977973568281,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2335809992589366,admin3,0.7823243562377945
Population,Child Dependency Ratio,Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,52.99401197604791,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2149264671035382,admin3,0.7129606765849744
Population,Child Dependency Ratio,Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,35.65459610027855,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15218921707789518,admin3,0.479682968153232
Population,Child Dependency Ratio,Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,39.436619718309856,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16587328596621861,admin3,0.5305648322927253
Population,Child Dependency Ratio,Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,54.57886676875957,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2206607681951705,admin3,0.7342826920951673
Population,Child Dependency Ratio,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,29.411764705882355,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12960148535358237,admin3,0.3956943602183141
Population,Child Dependency Ratio,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,48.608534322820034,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1990589886380781,admin3,0.65396017826062
Population,Child Dependency Ratio,Feydhoo,Seenu Atoll,Addu (S),21,39.121655729429584,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16473368733953886,admin3,0.5263274301742845
Population,Child Dependency Ratio,Hithadhoo,Seenu Atoll,Addu (S),21,41.62612925642807,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17379534102912353,admin3,0.5600216358725632
Population,Child Dependency Ratio,Hulhudhoo,Seenu Atoll,Addu (S),21,34.11580594679186,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14662158646750073,admin3,0.45898068825323063
Population,Child Dependency Ratio,Maradhoo,Seenu Atoll,Addu (S),21,42.49471458773784,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17693804522916157,admin3,0.5717072426494626
Population,Child Dependency Ratio,Maradhoo-Feydhoo,Seenu Atoll,Addu (S),21,41.9753086419753,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1750587373610317,admin3,0.5647193585337914
Population,Child Dependency Ratio,Meedhoo,Seenu Atoll,Addu (S),21,40.827338129496404,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17090516531573008,admin3,0.5492750129793073
Population,Aged-Dependency Ratio,Baarah,Haa Alif Atoll,Haa Alif (HA),1,9.546165884194053,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.057724032899891836,admin3,0.28861103196075644
Population,Aged-Dependency Ratio,Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,10.121012101210122,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05980393403967761,admin3,0.3065091268436101
Population,Aged-Dependency Ratio,Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,13.157894736842104,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07079194347293793,admin3,0.4010638302611199
Population,Aged-Dependency Ratio,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,16.116116116116117,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08149534176688315,admin3,0.49316938016900497
Population,Aged-Dependency Ratio,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,8.238993710691824,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05299443946588384,admin3,0.24791163985026626
Population,Aged-Dependency Ratio,Kelaa,Haa Alif Atoll,Haa Alif (HA),1,16.234887737478413,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08192507970954188,admin3,0.4968673878893433
Population,Aged-Dependency Ratio,Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,15.69767441860465,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07998134143457572,admin3,0.48014101017489014
Population,Aged-Dependency Ratio,Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,12.658227848101266,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06898405520535934,admin3,0.38550647749479944
